cust_id;income;age;years_with_bank;nbr_children;gender;marital_status;name_prefix;first_name;last_name;street_nbr;street_name;postal_code;city_name;state_code
1363374;6132;21;0;0;M ;1;        ;Chris                                                       ;Hughes                                                      ;14555;D                                                           ;44126;Cleveland                               ;OH  
1362863;0;14;6;0;M ;1;        ;Thomas                                                      ;Pieper                                                      ;13154;Sunset                                                      ;90105;Los Angeles                             ;CA  
1362497;0;14;6;0;M ;1;        ;Thomas                                                      ;McMillen                                                    ;2968;Leek                                                        ;77058;Houston                                 ;TX  
1363332;58217;55;3;2;F ;2;Dr.     ;Winifred                                                    ;O'Neil                                                      ;6099;Lima                                                        ;55113;St Paul                                 ;MN  
1362966;11041;83;3;0;F ;2;        ;Amy                                                         ;Marshall                                                    ;7767;Cistus                                                      ;77168;Houston                                 ;TX  
1363128;4187;19;4;0;F ;1;        ;Cheryl                                                      ;Paul                                                        ;12081;J                                                           ;23541;Norfolk                                 ;VA  
1362619;32152;32;2;0;F ;2;Mrs.    ;Becky                                                       ;Drake                                                       ;18036;D                                                           ;77210;Houston                                 ;TX  
1362720;18806;19;4;0;M ;1;        ;Dyan                                                        ;Schimmelpfennig                                             ;5042;C                                                           ;60665;Chicago                                 ;IL  
1363088;28975;54;4;2;M ;2;        ;Johnson                                                     ;Johnston                                                    ;7625;35th                                                        ;78738;Austin                                  ;TX  
1362985;11485;70;0;0;F ;2;        ;Shelley                                                     ;Cole                                                        ;12259;Texas                                                       ;46288;Indianapolis                            ;IN  
1363353;39832;58;6;0;M ;1;        ;Ward                                                        ;Maresco                                                     ;5414;Ninth                                                       ;60634;Chicago                                 ;IL  
1363454;8120;65;5;0;F ;4;        ;Kitty                                                       ;Baker                                                       ;12024;Sixth                                                       ;10194;New York City                           ;NY  
1362945;13901;76;6;0;F ;2;        ;Beatrice                                                    ;Kaufmann                                                    ;11387;Lincoln                                                     ;10167;New York City                           ;NY  
1362577;86055;50;0;2;M ;3;Dr.     ;Edward                                                      ;Gins                                                        ;3758;Begonia                                                     ;19152;Philadelphia                            ;PA  
1363414;25869;54;4;1;F ;4;        ;Vivian                                                      ;Quinn                                                       ;10782;Spring Center                                               ;45275;Cincinnati                              ;OH  
1363046;9307;41;1;0;F ;1;Ms.     ;Josephine                                                   ;Ross                                                        ;10551;Thirteenth                                                  ;92802;Anaheim                                 ;CA  
1363210;19891;70;0;0;M ;4;        ;Roberto                                                     ;Hills                                                       ;11150;Clairemont                                                  ;70112;New Orleans                             ;LA  
1363311;54734;50;0;0;M ;2;Mr.     ;Anthony                                                     ;Kemper                                                      ;8642;A                                                           ;90135;Los Angeles                             ;CA  
1363271;7467;41;1;0;F ;1;Miss    ;Becky                                                       ;Huff                                                        ;12889;Parsons                                                     ;76183;Fort Worth                              ;TX  
1362903;29570;49;3;0;F ;1;Ms.     ;Debby                                                       ;McCormick                                                   ;6842;Flower                                                      ;75256;Dallas                                  ;TX  
1363067;22721;53;2;2;F ;2;Mrs.    ;Maggie                                                      ;Pauly                                                       ;11583;Rose                                                        ;60606;Chicago                                 ;IL  
1362699;23476;19;4;0;M ;1;        ;Joachim                                                     ;Grolemund                                                   ;7783;Parsons                                                     ;77076;Houston                                 ;TX  
1362659;0;14;6;0;M ;1;        ;Meltem                                                      ;Park                                                        ;17785;Camellia                                                    ;48208;Detroit                                 ;MI  
1363168;94123;51;1;2;M ;2;        ;Vuong                                                       ;Kaufmann                                                    ;1980;106th                                                       ;60607;Chicago                                 ;IL  
1362924;4804;74;4;0;M ;2;Mr.     ;Ed                                                          ;Osterberg                                                   ;4655;Sunrise                                                     ;21214;Baltimore                               ;MD  
1363433;6576;45;5;0;M ;1;        ;Eric                                                        ;Panfilov                                                    ;17332;Fourth                                                      ;87193;Albuquerque                             ;NM  
1363393;0;16;1;0;F ;1;        ;Patricia                                                    ;Insko                                                       ;9335;Division                                                    ;10160;New York City                           ;NY  
1362556;56088;46;6;0;M ;1;        ;Bob                                                         ;McCracken                                                   ;17276;Cactus                                                      ;28215;Charlotte                               ;NC  
1362516;29417;33;3;3;M ;4;Mr.     ;Ellis                                                       ;Carter                                                      ;10744;Alamo                                                       ;74155;Tulsa                                   ;OK  
1363025;0;14;6;0;F ;1;        ;Pamela                                                      ;McLernon                                                    ;9227;Texas                                                       ;46261;Indianapolis                            ;IN  
1362781;31013;31;1;0;M ;1;        ;Carlo                                                       ;Morgan                                                      ;4155;F                                                           ;28208;Charlotte                               ;NC  
1363494;26848;67;1;0;F ;2;Ms.     ;Connie                                                      ;Reynolds                                                    ;267;Washington                                                  ;77292;Houston                                 ;TX  
1363250;39754;57;7;2;M ;2;        ;Greg                                                        ;Hargett                                                     ;5845;Eighth                                                      ;90174;Los Angeles                             ;CA  
1363290;0;15;0;0;F ;1;        ;Amelia                                                      ;Quine                                                       ;4633;30th                                                        ;93769;Fresno                                  ;CA  
1362638;7008;40;0;1;F ;4;        ;Denise                                                      ;Koehler                                                     ;14548;2nd                                                         ;92705;Santa Ana                               ;CA  
1362882;44071;39;9;3;F ;2;Ms.     ;Jacqueline                                                  ;Osterberg                                                   ;9536;Westchester                                                 ;60632;Chicago                                 ;IL  
1363107;20184;41;1;0;F ;1;        ;Sandra                                                      ;Nash                                                        ;1907;Maple                                                       ;32232;Jacksonville                            ;FL  
1363351;0;15;7;0;F ;1;        ;Jane                                                        ;Cassidy                                                     ;18925;El Paso                                                     ;2149;Boston                                  ;MA  
1362964;5779;79;9;0;F ;2;        ;Jan                                                         ;Bockler                                                     ;16699;35th                                                        ;53268;Milwaukee                               ;WI  
1363147;20870;48;8;5;F ;2;        ;Margaret                                                    ;Satyanarayan                                                ;5975;Lilac                                                       ;94150;San Francisco                           ;CA  
1362760;43691;68;8;0;M ;2;        ;Jerry                                                       ;Song                                                        ;10033;Seventh                                                     ;90067;Los Angeles                             ;CA  
1363208;2701;70;0;0;F ;2;Ms.     ;Patti                                                       ;Garrison                                                    ;2271;Cistus                                                      ;60624;Chicago                                 ;IL  
1363229;7701;25;4;1;M ;2;        ;Hugh                                                        ;Navarre                                                     ;2599;81st                                                        ;40214;Louisville                              ;KY  
1363004;19319;24;3;0;M ;2;        ;Fred                                                        ;Williams                                                    ;4946;23rd                                                        ;75328;Dallas                                  ;TX  
1362821;7826;18;3;0;M ;1;Mr.     ;Chris                                                       ;Eggerman                                                    ;2778;A                                                           ;60625;Chicago                                 ;IL  
1362596;0;15;0;0;F ;1;        ;Katy                                                        ;Lanzante                                                    ;11307;C                                                           ;77083;Houston                                 ;TX  
1362617;13781;50;0;0;F ;2;Mrs.    ;Daniel                                                      ;Levy                                                        ;6226;Cistus                                                      ;85206;Mesa                                    ;AZ  
1362861;0;13;5;0;F ;1;        ;Neil                                                        ;Pieper                                                      ;13154;Sunset                                                      ;90105;Los Angeles                             ;CA  
1363086;0;16;1;0;F ;1;        ;Debby                                                       ;Garcon                                                      ;6797;Alamo                                                       ;74186;Tulsa                                   ;OK  
1362718;50980;51;1;1;M ;2;        ;Earick                                                      ;Schimmelpfennig                                             ;5042;C                                                           ;60665;Chicago                                 ;IL  
1362535;26548;46;5;4;F ;4;        ;Kyle                                                        ;Sarabia                                                     ;10335;Lincoln                                                     ;10181;New York City                           ;NY  
1363187;46712;47;7;3;F ;3;        ;Nikki                                                       ;Gins                                                        ;1746;Leek                                                        ;90047;Los Angeles                             ;CA  
1363269;44307;53;3;1;M ;2;        ;Parvadha                                                    ;Carpenter                                                   ;8856;35th                                                        ;77105;Houston                                 ;TX  
1363452;20926;70;0;0;M ;4;        ;Ronald                                                      ;Marsicano                                                   ;1909;Capital                                                     ;10187;New York City                           ;NY  
1362657;27946;39;8;0;F ;1;Ms.     ;Renee                                                       ;Helfer                                                      ;9265;Seventh                                                     ;90191;Los Angeles                             ;CA  
1363044;15895;46;6;1;F ;2;        ;Karen                                                       ;O'Connell                                                   ;12137;7th                                                         ;20126;Washington                              ;DC  
1363126;58749;50;0;2;F ;2;        ;Connie                                                      ;Paul                                                        ;12081;J                                                           ;23541;Norfolk                                 ;VA  
1363309;16718;23;2;1;F ;2;        ;Lorelle                                                     ;Simone                                                      ;2664;Thirteenth                                                  ;10260;New York City                           ;NY  
1363391;15744;50;0;2;F ;2;        ;Annavictoria                                                ;Insko                                                       ;9335;Division                                                    ;10160;New York City                           ;NY  
1362697;5848;83;3;0;F ;1;        ;Carolyn                                                     ;Larsen                                                      ;19940;Alamo                                                       ;33653;Tampa                                   ;FL  
1362983;0;15;7;0;M ;1;        ;Benny                                                       ;Reagan                                                      ;2116;Hotel Cir                                                   ;60636;Chicago                                 ;IL  
1363166;26138;65;5;0;F ;2;        ;Rosalynn                                                    ;Ross                                                        ;4974;Spring Center                                               ;64115;Kansas City                             ;MO  
1363248;7154;65;5;0;M ;2;        ;Josh                                                        ;Raphael                                                     ;15108;32nd                                                        ;43653;Toledo                                  ;OH  
1362758;11982;33;3;0;F ;1;        ;June                                                        ;Klindt                                                      ;196;Figueroa                                                    ;38177;Memphis                                 ;TN  
1362636;10250;69;9;0;M ;1;        ;Carl                                                        ;Mathews                                                     ;3899;C                                                           ;20175;Washington                              ;DC  
1363023;31379;41;1;2;F ;2;        ;Judith                                                      ;McLernon                                                    ;9227;Texas                                                       ;46261;Indianapolis                            ;IN  
1363370;6700;23;2;0;M ;1;        ;Les                                                         ;Simpson                                                     ;4049;Shamrock                                                    ;10083;New York City                           ;NY  
1363492;142274;54;4;0;M ;3;Mr.     ;Erin                                                        ;Cusmano                                                     ;9101;Westchester                                                 ;75346;Dallas                                  ;TX  
1362962;2858;83;3;0;M ;4;        ;Sam                                                         ;Lawrence                                                    ;14203;First                                                       ;92505;Riverside                               ;CA  
1362880;0;13;5;0;M ;1;        ;Stanley                                                     ;Huff                                                        ;4490;E                                                           ;97254;Portland                                ;OR  
1363227;14959;21;0;0;M ;1;Mr.     ;John                                                        ;Saunders                                                    ;12826;Stillwater                                                  ;14669;Rochester                               ;NY  
1363349;7617;43;3;2;M ;2;        ;Andy                                                        ;Cassidy                                                     ;18925;El Paso                                                     ;2149;Boston                                  ;MA  
1363288;41064;55;5;1;F ;2;        ;Veronica                                                    ;Quine                                                       ;4633;30th                                                        ;93769;Fresno                                  ;CA  
1362737;43710;31;1;2;F ;3;Ms.     ;Diana                                                       ;Baird                                                       ;15528;First                                                       ;10051;New York City                           ;NY  
1363084;34791;52;2;2;F ;2;Ms.     ;Clara                                                       ;Garcon                                                      ;6797;Alamo                                                       ;74186;Tulsa                                   ;OK  
1363206;42031;32;2;0;F ;1;Ms.     ;Laura                                                       ;Rohr                                                        ;3116;Fifth                                                       ;93728;Fresno                                  ;CA  
1362676;7230;62;2;0;M ;2;Mr.     ;Daniel                                                      ;Meis                                                        ;475;Fourth                                                      ;55402;Minneapolis                             ;MN  
1363471;30015;30;0;2;M ;2;        ;Norm                                                        ;Moxim                                                       ;8242;37th                                                        ;33237;Miami                                   ;FL  
1363145;6390;41;1;0;M ;2;        ;Kyeung-Chul                                                 ;Gavin                                                       ;2783;Fifth                                                       ;7171;Newark                                  ;NJ  
1362594;69205;53;3;2;M ;2;        ;Quinn                                                       ;Lanzante                                                    ;11307;C                                                           ;77083;Houston                                 ;TX  
1362941;18377;36;6;2;F ;2;        ;Alice                                                       ;Russell                                                     ;13946;Leek                                                        ;77089;Houston                                 ;TX  
1362859;44592;43;3;4;M ;2;        ;Drew                                                        ;Pieper                                                      ;13154;Sunset                                                      ;90105;Los Angeles                             ;CA  
1363410;28518;31;1;2;M ;3;        ;Edwin                                                       ;Bender                                                      ;2418;Hotel Cir                                                   ;85022;Phoenix                                 ;AZ  
1363328;18466;31;1;2;M ;3;Mr.     ;Roy                                                         ;Hedegard                                                    ;425;44th                                                        ;74194;Tulsa                                   ;OK  
1363002;40795;66;6;0;F ;2;Ms.     ;Debbie                                                      ;Sands                                                       ;11991;Lincoln                                                     ;10146;New York City                           ;NY  
1362920;5781;80;0;0;F ;1;        ;Claudia                                                     ;Harrison                                                    ;201;Oak                                                         ;15263;Pittsburgh                              ;PA  
1363267;84184;37;7;0;M ;1;        ;Andy                                                        ;Jordan                                                      ;5463;Juniper                                                     ;75286;Dallas                                  ;TX  
1362716;36761;55;5;1;M ;2;        ;George                                                      ;Reidy                                                       ;18392;Second                                                      ;10079;New York City                           ;NY  
1363389;1814;18;3;0;F ;1;        ;Darrin                                                      ;Funke                                                       ;12861;Adams                                                       ;48202;Detroit                                 ;MI  
1363185;7353;19;4;0;M ;1;        ;Wisam                                                       ;Marxen                                                      ;731;Marguerite                                                  ;43630;Toledo                                  ;OH  
1362512;15432;62;2;0;F ;1;        ;Vivian                                                      ;Gay                                                         ;12844;44th                                                        ;90159;Los Angeles                             ;CA  
1362777;21746;30;0;3;F ;4;Mrs.    ;Francine                                                    ;Johnson                                                     ;8942;Camellia                                                    ;90054;Los Angeles                             ;CA  
1362981;16276;40;0;3;F ;4;        ;Amanda                                                      ;Reagan                                                      ;2116;Hotel Cir                                                   ;60636;Chicago                                 ;IL  
1362573;40798;36;6;2;M ;2;        ;Carlo                                                       ;Lerma                                                       ;8011;Lotus                                                       ;10161;New York City                           ;NY  
1363450;4859;29;8;1;F ;4;        ;Jill                                                        ;Conroy                                                      ;3890;D                                                           ;90083;Los Angeles                             ;CA  
1363042;0;14;6;0;M ;1;        ;Douglas                                                     ;Cooper                                                      ;11911;Otego                                                       ;10148;New York City                           ;NY  
1362838;21460;53;2;0;F ;2;Ms.     ;Tina                                                        ;Harrington                                                  ;12835;Old Cliffs                                                  ;85068;Phoenix                                 ;AZ  
1362899;43715;33;3;2;F ;2;Ms.     ;Paulina                                                     ;Tragarz                                                     ;17079;Elm                                                         ;60634;Chicago                                 ;IL  
1363307;2684;26;2;0;F ;1;Ms.     ;Rita                                                        ;Conway                                                      ;5544;Avocado                                                     ;60640;Chicago                                 ;IL  
1363164;24300;47;7;0;M ;1;        ;Fred                                                        ;See                                                         ;3150;44th                                                        ;10042;New York City                           ;NY  
1363103;44307;33;3;3;M ;2;        ;Ali                                                         ;Hemler                                                      ;10870;32nd                                                        ;90145;Los Angeles                             ;CA  
1363490;0;15;7;0;F ;1;        ;Grace                                                       ;Campbell                                                    ;3830;Tenth                                                       ;96802;Honolulu                                ;HI  
1362960;57642;59;9;1;M ;2;Mr.     ;Miles                                                       ;Finley                                                      ;2337;Oleander                                                    ;28223;Charlotte                               ;NC  
1362613;7005;77;7;0;F ;3;        ;Elsie                                                       ;Song                                                        ;13697;Walnut                                                      ;76164;Fort Worth                              ;TX  
1363429;13058;27;6;2;F ;2;        ;Monica                                                      ;Murray                                                      ;6269;Second                                                      ;75277;Dallas                                  ;TX  
1363082;36464;32;2;0;M ;1;        ;Rich                                                        ;Harrold                                                     ;17068;Old Cliffs                                                  ;76017;Arlington                               ;TX  
1362552;8005;33;3;2;F ;3;        ;Angela                                                      ;Atkinson                                                    ;9095;Sierra Linda                                                ;92513;Riverside                               ;CA  
1362878;9848;42;2;2;F ;2;        ;Lana                                                        ;Huff                                                        ;4490;E                                                           ;97254;Portland                                ;OR  
1362817;8259;29;8;2;M ;4;Mr.     ;Bruce                                                       ;Sands                                                       ;19667;J                                                           ;80982;Colorado Springs                        ;CO  
1363347;0;15;0;0;M ;1;        ;Dale                                                        ;Sandham                                                     ;1944;Hoover                                                      ;85734;Tucson                                  ;AZ  
1363286;8423;38;4;0;F ;2;Dr.     ;Judith                                                      ;Michael                                                     ;10806;Elk                                                         ;45219;Cincinnati                              ;OH  
1362939;47267;54;4;1;M ;4;Dr.     ;Kevin                                                       ;Woolf                                                       ;5438;32nd                                                        ;10047;New York City                           ;NY  
1362674;0;16;1;0;M ;1;        ;Forrest                                                     ;Powers                                                      ;3402;Fourth                                                      ;77036;Houston                                 ;TX  
1362735;16986;40;0;0;F ;1;        ;Lillian                                                     ;Carrington                                                  ;6803;Washington                                                  ;7149;Newark                                  ;NJ  
1363408;36603;65;5;0;M ;2;Mr.     ;Dick                                                        ;Greene                                                      ;7539;Sam Houston                                                 ;10276;New York City                           ;NY  
1363204;23294;51;1;1;F ;2;Ms.     ;Kristy                                                      ;Mealhouse                                                   ;10328;Parsons                                                     ;60622;Chicago                                 ;IL  
1362531;44742;31;1;2;F ;2;        ;Cinda                                                       ;Mennel                                                      ;6395;35th                                                        ;60623;Chicago                                 ;IL  
1363469;0;17;2;0;F ;1;        ;Ida                                                         ;Gardner                                                     ;4084;Shamrock                                                    ;40561;Lexington                               ;KY  
1362796;18663;39;9;3;M ;2;        ;Mike                                                        ;McCreary                                                    ;19760;Coronado                                                    ;98165;Seattle                                 ;WA  
1362592;65024;43;3;0;F ;2;        ;Colin                                                       ;Reynolds                                                    ;7383;30th                                                        ;45455;Dayton                                  ;OH  
1363265;24843;61;1;0;M ;2;        ;Drew                                                        ;Hoyer                                                       ;11388;Second                                                      ;14252;Buffalo                                 ;NY  
1363326;75890;40;0;0;M ;3;        ;Ken                                                         ;Cox                                                         ;5225;E                                                           ;90173;Los Angeles                             ;CA  
1362857;8088;84;4;0;M ;1;        ;Mahesh                                                      ;Besecker                                                    ;4627;89th                                                        ;53264;Milwaukee                               ;WI  
1362918;17174;81;1;0;M ;2;        ;Walter                                                      ;Gavin                                                       ;19842;Elk                                                         ;94162;San Francisco                           ;CA  
1362653;31641;47;7;2;F ;2;Ms.     ;Janice                                                      ;Olszewski                                                   ;12513;Camellia                                                    ;78473;Corpus Christi                          ;TX  
1363387;4247;55;5;1;F ;2;        ;Tammy                                                       ;Funke                                                       ;12861;Adams                                                       ;48202;Detroit                                 ;MI  
1362714;14458;49;9;0;F ;2;Ms.     ;Charlotte                                                   ;Henry                                                       ;10647;Vance Road                                                  ;46256;Indianapolis                            ;IN  
1363183;46870;59;9;0;M ;2;        ;Bill                                                        ;Madden                                                      ;2351;Mission Gorge                                               ;90128;Los Angeles                             ;CA  
1362510;10800;89;9;0;F ;2;        ;Lynn                                                        ;Larson                                                      ;1030;G                                                           ;46260;Indianapolis                            ;IN  
1362775;12072;69;9;0;F ;2;Mrs.    ;Lisa                                                        ;Nolan                                                       ;10406;Peach                                                       ;37228;Nashville                               ;TN  
1362979;12664;55;5;1;F ;4;        ;Kitty                                                       ;Sandell                                                     ;10591;Sunflower                                                   ;60664;Chicago                                 ;IL  
1363244;20218;34;4;2;F ;2;        ;Edith                                                       ;Gavin                                                       ;10595;Kings                                                       ;37232;Nashville                               ;TN  
1363448;27239;57;7;0;M ;1;Mr.     ;DeWayne                                                     ;Ferguson                                                    ;7285;Peach                                                       ;90195;Los Angeles                             ;CA  
1363040;38803;41;1;2;M ;2;        ;Richard                                                     ;Cooper                                                      ;11911;Otego                                                       ;10148;New York City                           ;NY  
1362571;6108;19;4;0;M ;1;        ;Rolf                                                        ;Lawrence                                                    ;6082;23rd                                                        ;87194;Albuquerque                             ;NM  
1362632;49863;55;5;0;M ;2;        ;David                                                       ;MacMullen                                                   ;8108;First                                                       ;75270;Dallas                                  ;TX  
1362836;5920;66;6;0;F ;3;        ;Jane                                                        ;McConahay                                                   ;6561;Lotus                                                       ;38166;Memphis                                 ;TN  
1362897;0;17;2;0;M ;1;        ;Anthony                                                     ;McSherry                                                    ;3227;Inspiration                                                 ;10126;New York City                           ;NY  
1363305;23731;22;1;0;M ;2;Mr.     ;Les                                                         ;Petersen                                                    ;7961;Washington                                                  ;85028;Phoenix                                 ;AZ  
1363366;62234;30;0;3;F ;2;        ;Molly                                                       ;Shaw                                                        ;10482;Begonia                                                     ;10236;New York City                           ;NY  
1363101;52903;40;0;0;F ;3;        ;Nellie                                                      ;Arnold                                                      ;6866;Sunrise                                                     ;77044;Houston                                 ;TX  
1362489;55888;35;5;2;F ;3;        ;Inge                                                        ;Cassidy                                                     ;12547;Union                                                       ;37208;Nashville                               ;TN  
1362693;2620;22;1;0;M ;1;        ;Doug                                                        ;Rebelo                                                      ;9710;Petunia                                                     ;19107;Philadelphia                            ;PA  
1362754;12158;35;5;3;F ;4;        ;Sue                                                         ;Perkins                                                     ;1588;Twelvth                                                     ;92804;Anaheim                                 ;CA  
1363427;83366;46;6;0;F ;1;        ;Rita                                                        ;Burtin                                                      ;19092;Third                                                       ;10236;New York City                           ;NY  
1363223;24368;33;3;3;F ;2;Ms.     ;Marylee                                                     ;Murray                                                      ;1127;Sunflower                                                   ;7139;Newark                                  ;NJ  
1362550;0;15;0;0;M ;1;        ;Parvadha                                                    ;O'Malley                                                    ;6578;C                                                           ;10138;New York City                           ;NY  
1362611;24115;48;8;1;F ;2;Mrs.    ;Caroline                                                    ;Puente                                                      ;17653;Daffodil                                                    ;79913;El Paso                                 ;TX  
1363019;32581;33;3;2;F ;2;        ;Diana                                                       ;Sakai                                                       ;10654;Twelvth                                                     ;85032;Phoenix                                 ;AZ  
1363080;0;13;5;0;F ;1;        ;Evelyn                                                      ;McVicker                                                    ;14382;Peach                                                       ;96822;Honolulu                                ;HI  
1362815;0;17;2;0;M ;1;        ;Marty                                                       ;Eubanks                                                     ;6999;Begonia                                                     ;60654;Chicago                                 ;IL  
1363345;54713;55;5;1;F ;2;        ;Elias                                                       ;Sandham                                                     ;1944;Hoover                                                      ;85734;Tucson                                  ;AZ  
1363284;36614;38;5;1;M ;4;Mr.     ;Robin                                                       ;Endicott                                                    ;395;Kings                                                       ;33133;Miami                                   ;FL  
1362937;46461;52;2;1;M ;2;        ;Don                                                         ;Fitzgerald                                                  ;7717;Sierra Linda                                                ;77095;Houston                                 ;TX  
1362876;15139;63;3;0;M ;2;Mr.     ;Danny                                                       ;McLaughlin                                                  ;9837;Seventh                                                     ;35233;Birmingham                              ;AL  
1362590;2466;62;2;0;M ;1;Mr.     ;Arthur                                                      ;Simpson                                                     ;8049;Spring Center                                               ;46260;Indianapolis                            ;IN  
1362672;16319;50;0;1;F ;2;Dr.     ;Norma                                                       ;Powers                                                      ;3402;Fourth                                                      ;77036;Houston                                 ;TX  
1363059;24744;30;0;0;F ;1;        ;Vivian                                                      ;Garner                                                      ;6160;Valley                                                      ;94266;Sacramento                              ;CA  
1363141;18920;51;1;0;F ;1;        ;Norma                                                       ;Crosby                                                      ;2790;Ninth                                                       ;63166;St Louis                                ;MO  
1363385;2314;88;8;0;F ;2;        ;Kimberly                                                    ;Stull                                                       ;8421;Cherry                                                      ;74146;Tulsa                                   ;OK  
1362529;43829;43;3;0;F ;1;Ms.     ;Charlotte                                                   ;Harper                                                      ;491;Capital                                                     ;40504;Lexington                               ;KY  
1362508;9802;66;6;0;F ;3;        ;Pat                                                         ;Hays                                                        ;5439;Old Cliffs                                                  ;63105;St Louis                                ;MO  
1362998;0;17;2;0;F ;1;        ;Sheila                                                      ;Johnson                                                     ;5364;Capital                                                     ;19136;Philadelphia                            ;PA  
1363242;4431;62;2;0;M ;3;Mr.     ;Jon                                                         ;Klein                                                       ;2070;Maple                                                       ;19133;Philadelphia                            ;PA  
